text,label,clean_text,stem_porter,stem_lancaster,stem_snowball,stem_regexp,lemma
Just had to reverse half way up the woods to collect the dog n I've never even reverse parked in my life 🙄 #nightmare,0,reverse half way woods collect dog give never even reverse marked life nightmare,revers half way wood collect dog give never even revers mark life nightmar,revers half way wood collect dog giv nev ev revers mark lif nightm,revers half way wood collect dog give never even revers mark life nightmar,reverse half way wood collect dog give never even reverse mark life nightmare,reverse half way wood collect dog give never even reverse marked life nightmare
"@user Wow, did you get a really good buy on a bunch of '70's movies? There were bad then and are worse now! #awful",3,get really good buy bunch moves bad worse awful,get realli good buy bunch move bad wors aw,get real good buy bunch mov bad wors aw,get realli good buy bunch move bad wors aw,get real good buy bunch mov bad worse awful,get really good buy bunch move bad worse awful
I can't WAIT to go to work tomorrow with a high as fuck fever. [sarcasm]\nHopefully I'll feel better tomorrow.\nBut I doubt it. #pessimism,3,wait work tomorrow high fuck fever sarcasmnhopefully ill feel better tomorrownbut doubt pessimism,wait work tomorrow high fuck fever sarcasmnhop ill feel better tomorrownbut doubt pessim,wait work tomorrow high fuck fev sarcasmnhop il feel bet tomorrownbut doubt pessim,wait work tomorrow high fuck fever sarcasmnhop ill feel better tomorrownbut doubt pessim,wait work tomorrow high fuck fever sarcasmnhopeful ill feel better tomorrownbut doubt pessimism,wait work tomorrow high fuck fever sarcasmnhopefully ill feel well tomorrownbut doubt pessimism
@user @user what I miss? #outrage,0,miss outrage,miss outrag,miss out,miss outrag,mis outrage,miss outrage
Is it terrorism to intimidate a populace? What case held 'coercion by people in uniform is per se intimidation'?,0,terrorist intimidate populace case held coercion people uniform per intimidation,terrorist intimid populac case held coercion peopl uniform per intimid,ter intimid populac cas held coerc peopl uniform per intimid,terrorist intimid populac case held coercion peopl uniform per intimid,terrorist intimidate populace case held coercion people uniform per intimidation,terrorist intimidate populace case hold coercion people uniform per intimidation
@user against Chelsea anything is possible haha. I'm fuming about that bet 🙄🙄🙄🙄🙄🙄,0,cheese anything possible hata fuming bet 🙄🙄🙄🙄🙄🙄,chees anyth possibl hata fume bet 🙄🙄🙄🙄🙄🙄,chees anyth poss hat fum bet 🙄🙄🙄🙄🙄🙄,chees anyth possibl hata fume bet 🙄🙄🙄🙄🙄🙄,cheese anyth possible hata fum bet 🙄🙄🙄🙄🙄🙄,cheese anything possible hata fume bet 🙄 🙄 🙄 🙄 🙄 🙄
Well @user Trump's rabid base needs 2 hear this &amp; U can always find an overseer like King to say it.\n@JoyAnnReid @user @user,0,well troops rabid base needs hear amp always find overseer like king say,well troop rabid base need hear amp alway find overs like king say,wel troop rabid bas nee hear amp alway find overs lik king say,well troop rabid base need hear amp alway find overs like king say,well troop rabid base need hear amp alway find overseer like k say,well troop rabid base need hear amp always find overseer like king say
Radio shake mutli directional mike it might sound cheap but the sound wasn't that bad and you could do some mixing.,2,radio shake multi direction mike might sound cheap sound want bad could mixing,radio shake multi direct mike might sound cheap sound want bad could mix,radio shak mult direct mik might sound cheap sound want bad could mix,radio shake multi direct mike might sound cheap sound want bad could mix,radio shake multi direction mike might sound cheap sound want bad could mix,radio shake multi direction mike might sound cheap sound want bad could mix
@user What? Hillary has 27 different controversies and she gets asked NOTHING about any of them. Truth is she's a horrible candidate,0,axillary different controversies gets asked nothing truth horrible candidate,axillari differ controversi get ask noth truth horribl candid,axil diff controversy get ask noth tru horr candid,axillari differ controversi get ask noth truth horribl candid,axillary different controversi get ask noth truth horrible candidate,axillary different controversy get ask nothing truth horrible candidate
"@user I feel for the conductor tonight, he's obviously taken grief over the last few weeks, he sounds weary of apologising!",3,feel conductor tonight obviously taken grief last weeks sounds weary apologizing,feel conductor tonight obvious taken grief last week sound weari apolog,feel conduc tonight obvy tak grief last week sound weary apolog,feel conductor tonight obvious taken grief last week sound weari apolog,feel conductor tonight obvious taken grief last week sound weary apologiz,feel conductor tonight obviously take grief last week sound weary apologize
"@user he's also mostly (except for the synthetic testosterone bits) male, you raging sexist!",0,also mostly except synthesis testosterone bits male raging exist,also mostli except synthesi testosteron bit male rage exist,also most exceiv synthes testosteron bit mal rag ex,also most except synthesi testosteron bit male rage exist,also most except synthesi testosterone bit male rag exist,also mostly except synthesis testosterone bit male rag exist
Condolences to the  JC and the Georges family.. #sad,3,condolence georges family sad,condol georg famili sad,condol georg famy sad,condol georg famili sad,condolence georg fami sad,condolence george family sad
Yo there's a kid on my snap chat from LA &amp; they get high off helium gas lmao.... I am like why the fuck lol,1,kid snap chat amp get high medium gas may like fuck,kid snap chat amp get high medium ga may like fuck,kid snap chat amp get high med gas may lik fuck,kid snap chat amp get high medium gas may like fuck,kid snap chat amp get high medium ga may like fuck,kid snap chat amp get high medium gas may like fuck
While we focus on issue of #IPCA @user Indulges in #intimidation @user @user @user @user #StopCruelty,2,focus issue idea indulge intimidation stopcruelty,focu issu idea indulg intimid stopcruelti,foc issu ide indulg intimid stopcruel,focus issu idea indulg intimid stopcruelti,focu issue idea indulge intimidation stopcruelty,focus issue idea indulge intimidation stopcruelty
"Yo,if you're talking about horoscopes do you really have any clue as to what you're saying or are you gonna act offended when I question it?",3,talking horoscopes really clue saying act offended question,talk horoscop realli clue say act offend question,talk horoscop real clu say act offend quest,talk horoscop realli clue say act offend question,talk horoscop real clue say act offend question,talk horoscope really clue say act offend question
Meghan is teaching the blues in keyboard fundamentals II and all these classical majors are like WTF?!,0,began teaching blue keyboard fundamentals classical major like utf,began teach blue keyboard fundament classic major like utf,beg teach blu keyboard funda class maj lik utf,began teach blue keyboard fundament classic major like utf,began teach blue keyboard fundamental classical major like utf,begin teach blue keyboard fundamental classical major like utf
